endTime,artistName,trackName,msPlayed,,,,,,,,,,,
10/7/2019 11:06,Travis Scott,HIGHEST IN THE ROOM,119259,,,,,,,,,,,
10/7/2019 11:14,Fatima Yamaha,What's a Girl to Do,425600,,,,,,,,,,,
10/7/2019 11:18,Ray Tracing,Mariopaint,295517,,,,,,,,,,,
10/7/2019 11:22,Storken,Lille Vals,235176,,,,,,,,,,,
10/7/2019 11:30,DJ BORING,Winona,363900,,,,,,,,,,,
10/7/2019 11:30,Octo Octa,Bodies Meld Together,6485,,,,,,,,,,,
10/7/2019 11:30,Mall Grab,Liverpool Street In The Rain,5717,,,,,,,,,,,
10/7/2019 11:30,Denis Sulta,Our World (With a Boy On Its Shoulders),9727,,,,,,,,,,,
10/7/2019 11:32,Vito Ricci,I'm At That Party Right Now - Original Mix,123541,,,,,,,,,,,
10/7/2019 11:33,Johnnydangerous,King of Clubs,51562,,,,,,,,,,,
10/7/2019 11:33,Kornél Kovács,Purple Skies - D. Tiff's Plush Vocal,7103,,,,,,,,,,,
10/7/2019 11:47,Kornél Kovács,Marathon - Paradise Alley Version,299968,,,,,,,,,,,
10/7/2019 11:47,Mall Grab,Liverpool Street In The Rain,597,,,,,,,,,,,
10/7/2019 11:47,Mall Grab,Temperature Rising,44693,,,,,,,,,,,
10/7/2019 11:48,Dynatron,On the Edge of Space,2111,,,,,,,,,,,
10/7/2019 11:48,Daniel Deluxe,Broken Seal,12949,,,,,,,,,,,
10/7/2019 11:48,Miami Nights 1984,MN84 Theme,18666,,,,,,,,,,,
10/7/2019 11:48,Mall Grab,Pool Party Music,10346,,,,,,,,,,,
10/7/2019 11:51,Dreddd,The Sound,5418,,,,,,,,,,,
10/7/2019 11:51,Arcade High,Outrun This!,4053,,,,,,,,,,,
10/7/2019 11:51,FM-84,Running in the Night,180096,,,,,,,,,,,
10/7/2019 11:51,Gost,Commencement,3157,,,,,,,,,,,
10/7/2019 11:51,Kiomono,Officer Chase,2858,,,,,,,,,,,
10/7/2019 11:53,Perturbator,Neo Tokyo,91861,,,,,,,,,,,
10/7/2019 11:54,deadmau5,Deus Ex Machina,58154,,,,,,,,,,,
10/7/2019 11:58,Alphaville,Forever Young,226706,,,,,,,,,,,
10/7/2019 11:59,Alphaville,Forever Young,52516,,,,,,,,,,,
10/7/2019 12:02,Octavian,100 Degrees (feat. Sam Wise),178580,,,,,,,,,,,
10/7/2019 12:05,Yung Tory,Told You,152842,,,,,,,,,,,
10/7/2019 12:06,Apparat,Sweet Unrest,68665,,,,,,,,,,,
10/7/2019 12:09,Dillon Cooper,Trips,156181,,,,,,,,,,,
10/7/2019 12:09,Apparat,Goodbye,20778,,,,,,,,,,,
10/7/2019 12:12,Young T & Bugsey,4x4,164458,,,,,,,,,,,
10/7/2019 12:14,Yung Tory,Picture Me,121621,,,,,,,,,,,
10/7/2019 12:15,D-Block Europe,nASSty,101952,,,,,,,,,,,
10/7/2019 12:18,6ixbuzz,Up & Down,176058,,,,,,,,,,,
10/7/2019 12:22,AJ Tracey,Quarterback (Secure The Bag!),207000,,,,,,,,,,,
10/7/2019 12:25,Ghostpoet,Cold Win,197320,,,,,,,,,,,
10/7/2019 12:28,Big Lean,Hermes,189544,,,,,,,,,,,
10/7/2019 12:38,Omar LinX,"Red Light, Green Light (Zeds Dead Remix)",248860,,,,,,,,,,,
10/7/2019 13:31,Ray Tracing,Mariopaint,77336,,,,,,,,,,,
10/7/2019 13:58,Carl Cox,Time for House Music - Davide Squillace Remix,329223,,,,,,,,,,,
10/7/2019 14:02,Tuff London,Attack The Block,275054,,,,,,,,,,,
10/7/2019 14:08,Against All Logic,Cityfade,340741,,,,,,,,,,,
10/7/2019 14:18,Kotelett & Zadak,Clovis,579605,,,,,,,,,,,
10/7/2019 14:43,Len Faki,Death By House - Adam Beyer & Jesper Dahlback Remix,63589,,,,,,,,,,,
10/7/2019 15:20,Adriatique,Undrstnd,365340,,,,,,,,,,,
10/7/2019 15:23,Midnight Danger,Sleepless Nights,203070,,,,,,,,,,,
10/7/2019 15:28,Perturbator,Vantablack,304422,,,,,,,,,,,
10/7/2019 15:33,Sub Morphine,UltraNova,292800,,,,,,,,,,,
10/7/2019 15:39,Dreddd,Only Flesh,327758,,,,,,,,,,,
10/7/2019 15:43,Metro Exodus,In the House In a Heartbeat,256400,,,,,,,,,,,
10/7/2019 15:47,Danger,4:30,271946,,,,,,,,,,,
10/7/2019 16:36,Mick Gordon,Bfg Division,884552,,,,,,,,,,,
10/7/2019 16:37,NorthSideBenji,Clicquot,151410,,,,,,,,,,,
10/7/2019 17:06,Frank Klepacki,Hell March,384935,,,,,,,,,,,
10/7/2019 17:10,Dance With the Dead,Tension,236440,,,,,,,,,,,
10/7/2019 17:15,Goldfrapp,Strict Machine,301147,,,,,,,,,,,
10/7/2019 17:19,Electric Youth,Innocence,234120,,,,,,,,,,,
10/7/2019 17:29,John Cage,In a Landscape (John Cage) - Si Begg Remix,402754,,,,,,,,,,,
10/7/2019 17:33,Kalax,Renegade,227317,,,,,,,,,,,
10/7/2019 17:35,Scattle,Knock Knock,101844,,,,,,,,,,,
10/7/2019 17:35,Power Glove,Power Core,36610,,,,,,,,,,,
10/7/2019 17:36,Scandroid,The Force Theme,4570,,,,,,,,,,,
10/7/2019 17:39,Perturbator,Humans Are Such Easy Prey,182001,,,,,,,,,,,
10/7/2019 17:52,Dan Terminus,Refuge,219728,,,,,,,,,,,
10/8/2019 7:50,Frank Klepacki,Hell March,31402,,,,,,,,,,,
10/8/2019 7:52,Dave,No Words,426,,,,,,,,,,,
10/8/2019 7:52,Travis Scott,HIGHEST IN THE ROOM,139456,,,,,,,,,,,
10/8/2019 7:56,Dave,Samantha,220774,,,,,,,,,,,
10/8/2019 7:58,Looptroop Rockers,Fever,147855,,,,,,,,,,,
10/8/2019 8:03,Ray Tracing,Mariopaint,295517,,,,,,,,,,,
10/8/2019 8:07,Storken,Lille Vals,235176,,,,,,,,,,,
10/8/2019 12:08,DJ BORING,Winona,500262,,,,,,,,,,,
10/8/2019 12:14,Against All Logic,Cityfade,340741,,,,,,,,,,,
10/8/2019 12:21,Fatima Yamaha,What's a Girl to Do,446510,,,,,,,,,,,
10/8/2019 12:25,Qaadir Howard,Bloodied and a Mess,198229,,,,,,,,,,,
10/8/2019 12:29,Man Tear,Night Fantastic,268333,,,,,,,,,,,
10/8/2019 12:50,Fatima Yamaha,What's a Girl to Do,1493,,,,,,,,,,,
10/8/2019 12:50,Raumakustik,Get Together,103076,,,,,,,,,,,
10/8/2019 12:50,AlunaGeorge,You Know You Like It - Bondax Remix,1962,,,,,,,,,,,
10/8/2019 12:57,DJ BORING,Winona,433194,,,,,,,,,,,
10/8/2019 12:57,Laurence Guy,Wildlife,4778,,,,,,,,,,,
10/8/2019 13:02,Little Simz,Selfish,204223,,,,,,,,,,,
10/8/2019 13:06,M Huncho,One Summer,29454,,,,,,,,,,,
10/8/2019 13:06,Travis Scott,HIGHEST IN THE ROOM,219325,,,,,,,,,,,
10/8/2019 13:10,Dave,Samantha,220774,,,,,,,,,,,
10/8/2019 13:22,Dave,Disaster (feat. J Hus),211023,,,,,,,,,,,
10/8/2019 13:25,Dave,No Words,210904,,,,,,,,,,,
10/8/2019 13:40,Dan Terminus,Refuge,1150,,,,,,,,,,,
10/8/2019 14:03,Lost Years,West Side Lane,148930,,,,,,,,,,,
10/8/2019 14:26,Dave,Disaster (feat. J Hus),180552,,,,,,,,,,,
10/8/2019 14:27,Travis Scott,HIGHEST IN THE ROOM,5824,,,,,,,,,,,
10/8/2019 14:27,Little Simz,Selfish,11221,,,,,,,,,,,
10/8/2019 14:30,Linkin Park,Points of Authority,200240,,,,,,,,,,,
10/8/2019 14:34,J. Cole,G.O.M.D.,2047,,,,,,,,,,,
10/8/2019 14:34,Billie Eilish,all the good girls go to hell,981,,,,,,,,,,,
10/8/2019 14:34,Jireel,Criminal,10261,,,,,,,,,,,
10/8/2019 14:34,Teedra Moses,Be Your Girl,1386,,,,,,,,,,,
10/8/2019 14:34,Urge Overkill,"Girl, You'll Be a Woman Soon",1429,,,,,,,,,,,
10/8/2019 14:34,Omulu,Bonde da Pantera,240123,,,,,,,,,,,
10/8/2019 14:34,Ant Wan,Livsstil,895,,,,,,,,,,,
10/8/2019 14:34,Llojd,Jag kommer älska mitt liv snart,12780,,,,,,,,,,,
10/8/2019 14:38,Ant Wan,Ghettostar,211609,,,,,,,,,,,
10/8/2019 16:51,Ant Wan,Hon,309840,,,,,,,,,,,
10/8/2019 17:02,Ant Wan,Legend,46595,,,,,,,,,,,
10/8/2019 17:06,Ant Wan,Mama,238314,,,,,,,,,,,
10/8/2019 17:09,Ant Wan,Thug,177975,,,,,,,,,,,
10/8/2019 17:12,Ant Wan,Rikare,193000,,,,,,,,,,,
10/8/2019 17:16,Ant Wan,Flera Days,226115,,,,,,,,,,,
10/8/2019 17:18,Ant Wan,Drip,167500,,,,,,,,,,,
10/8/2019 17:22,Ant Wan,Fendi,228000,,,,,,,,,,,
10/8/2019 17:25,Ant Wan,Blessed,162000,,,,,,,,,,,
10/8/2019 17:28,Ant Wan,Wow,193000,,,,,,,,,,,
10/8/2019 17:32,Ant Wan,Sativa,259399,,,,,,,,,,,
10/8/2019 17:35,Ant Wan,Boo,164000,,,,,,,,,,,
10/8/2019 17:39,Ant Wan,Ikon,219386,,,,,,,,,,,
10/8/2019 17:42,Ant Wan,Mitt Liv,170000,,,,,,,,,,,
10/8/2019 17:45,Ant Wan,Kokain City,217777,,,,,,,,,,,
10/8/2019 17:48,Ant Wan,Kall,174250,,,,,,,,,,,
10/8/2019 17:52,Lamix,Designer (feat. Ant Wan),197522,,,,,,,,,,,
10/8/2019 17:55,Ant Wan,Mama,209411,,,,,,,,,,,
10/8/2019 17:59,Ant Wan,Hon,222962,,,,,,,,,,,
10/8/2019 19:18,Yves Montand,Sous le ciel de Paris,12949,,,,,,,,,,,
10/8/2019 19:18,Ant Wan,Ghettostar,5558,,,,,,,,,,,
10/8/2019 19:18,Joe Dassin,Les Champs-Elysées,11456,,,,,,,,,,,
10/9/2019 5:45,Yves Montand,Sous le ciel de Paris,5760,,,,,,,,,,,
10/9/2019 5:45,Charles Aznavour,Hier encore,895,,,,,,,,,,,
10/9/2019 5:45,Édith Piaf,"Non, je ne regrette rien",10453,,,,,,,,,,,
10/9/2019 5:48,Édith Piaf,La vie en rose,185527,,,,,,,,,,,
10/9/2019 5:51,Johnny Hallyday,L'idole des jeunes,148093,,,,,,,,,,,
10/9/2019 5:51,Tape Loader,Eating Right,5120,,,,,,,,,,,
10/9/2019 5:51,Timecop1983,Summer Heat,8085,,,,,,,,,,,
10/9/2019 5:51,Mega Drive,Power Driver,6570,,,,,,,,,,,
10/9/2019 5:51,Guy Béart,L'eau vive,938,,,,,,,,,,,
10/9/2019 5:51,Françoise Hardy,Que reste t-il de nos amours ?,6371,,,,,,,,,,,
10/9/2019 5:52,Vinny Villbass,Moneymaker - Queens Lead Hat Mix,7082,,,,,,,,,,,
10/9/2019 6:04,Ant Wan,Hon,308371,,,,,,,,,,,
10/9/2019 6:07,Ant Wan,Mama,209411,,,,,,,,,,,
10/9/2019 6:10,Ant Wan,Kall,174250,,,,,,,,,,,
10/9/2019 6:13,Ant Wan,Ghettostar,187272,,,,,,,,,,,
10/9/2019 6:16,Ant Wan,Livsstil,178768,,,,,,,,,,,
10/9/2019 6:21,Ant Wan,Mama,43721,,,,,,,,,,,
10/9/2019 6:21,Ant Wan,Livsstil,32471,,,,,,,,,,,
10/9/2019 6:27,Ross from Friends,Bootman,365968,,,,,,,,,,,
10/9/2019 6:36,Kollektiv Turmstrasse,Sorry I Am Late - Extended,489714,,,,,,,,,,,
10/9/2019 6:39,BROCKHAMPTON,I BEEN BORN AGAIN,219720,,,,,,,,,,,
10/9/2019 6:42,Flume,Quits,176616,,,,,,,,,,,
10/9/2019 6:44,Ross from Friends,Family Portrait,102310,,,,,,,,,,,
10/9/2019 6:48,Ed Sheeran,"Take Me Back To London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch]",231427,,,,,,,,,,,
10/9/2019 6:52,Frank Ocean,Ivy,249191,,,,,,,,,,,
10/9/2019 6:56,MorMor,Heaven's Only Wishful,243216,,,,,,,,,,,
10/9/2019 7:02,Miriam Bryant,Du Med Dig,3983,,,,,,,,,,,
10/9/2019 7:02,Ross from Friends,Thank God I'm A Lizard,29888,,,,,,,,,,,
10/9/2019 7:02,Ross from Friends,Thank God I'm A Lizard,332572,,,,,,,,,,,
10/9/2019 7:05,Miriam Bryant,Du Med Dig,195133,,,,,,,,,,,
10/9/2019 7:15,Frank Ocean,Pyramids,592920,,,,,,,,,,,
10/9/2019 7:21,Looptroop Rockers,Thief,318720,,,,,,,,,,,
10/9/2019 7:25,BROCKHAMPTON,NO HALO,244558,,,,,,,,,,,
10/9/2019 10:45,BROCKHAMPTON,NO HALO,7744,,,,,,,,,,,
10/9/2019 10:48,BROCKHAMPTON,LOVE ME FOR LIFE,191893,,,,,,,,,,,
10/9/2019 12:53,BROCKHAMPTON,NO HALO,259746,,,,,,,,,,,
10/9/2019 12:56,BROCKHAMPTON,BOY BYE,8381,,,,,,,,,,,
10/9/2019 12:56,BROCKHAMPTON,SUGAR,204533,,,,,,,,,,,
10/9/2019 13:00,Little Simz,Selfish,226096,,,,,,,,,,,
10/9/2019 13:03,Travis Scott,HIGHEST IN THE ROOM,175720,,,,,,,,,,,
10/9/2019 13:28,Lost Years,West Side Lane,61348,,,,,,,,,,,
10/9/2019 13:34,Celldweller,My Disintegration,380885,,,,,,,,,,,
10/9/2019 13:37,Sami Matar,Gutterpunk Kids,3370,,,,,,,,,,,
10/9/2019 13:37,Nightstop,Drive-by Stalking,760,,,,,,,,,,,
10/9/2019 13:37,Lost Years,Converter,155376,,,,,,,,,,,
10/9/2019 13:37,Gunship,Art3mis & Parzival,21330,,,,,,,,,,,
10/9/2019 15:21,Sami Matar,Gutterpunk Kids,165002,,,,,,,,,,,
10/9/2019 15:21,Mick Gordon,Rip & Tear,5838,,,,,,,,,,,
10/9/2019 15:21,Thomas Barrandon,The Quiet Earth,840,,,,,,,,,,,
10/9/2019 15:22,Looptroop Rockers,Fever,1680,,,,,,,,,,,
10/9/2019 15:22,Per QX,The Beat - Original Mix,4230,,,,,,,,,,,
10/9/2019 15:22,Einár,Rör Mig,1940,,,,,,,,,,,
10/9/2019 15:22,Off The Meds,Belter - Joy O Belly Mix,6540,,,,,,,,,,,
10/9/2019 15:22,Denz,DE SANT,1090,,,,,,,,,,,
10/9/2019 15:22,Ant Wan,Ghettostar,4330,,,,,,,,,,,
10/9/2019 15:22,Ant Wan,Ghettostar,4990,,,,,,,,,,,
10/9/2019 15:23,Ant Wan,Hon,56230,,,,,,,,,,,
10/9/2019 15:26,Ant Wan,Hon,166746,,,,,,,,,,,
10/9/2019 15:29,Ant Wan,Livsstil,154838,,,,,,,,,,,
10/9/2019 15:32,Ant Wan,Mama,209411,,,,,,,,,,,
10/9/2019 15:35,Ant Wan,Kall,174250,,,,,,,,,,,
10/9/2019 15:38,Ant Wan,Ghettostar,187272,,,,,,,,,,,
10/9/2019 15:42,Ant Wan,Livsstil,154838,,,,,,,,,,,
10/9/2019 15:45,Ant Wan,Flera Days,226115,,,,,,,,,,,
10/9/2019 15:49,Ant Wan,Ikon,219386,,,,,,,,,,,
10/9/2019 15:53,Ant Wan,Kokain City,217777,,,,,,,,,,,
10/9/2019 15:55,Ant Wan,Thug,4140,,,,,,,,,,,
10/9/2019 15:55,Ant Wan,Livsstil,3660,,,,,,,,,,,
10/9/2019 15:55,Ant Wan,Drip,142622,,,,,,,,,,,
10/9/2019 15:55,Ant Wan,Ghettostar,4630,,,,,,,,,,,
10/9/2019 15:55,Ant Wan,Flera Days,1570,,,,,,,,,,,
10/9/2019 15:56,Ant Wan,Hon,1510,,,,,,,,,,,
10/9/2019 15:56,Ant Wan,Hon,3000,,,,,,,,,,,
10/9/2019 15:56,Ant Wan,Thug,10900,,,,,,,,,,,
10/9/2019 15:56,Ant Wan,Ghettostar,3380,,,,,,,,,,,
10/9/2019 15:56,Ant Wan,Flera Days,650,,,,,,,,,,,
10/9/2019 15:56,Ant Wan,Flera Days,900,,,,,,,,,,,
10/9/2019 15:56,Ant Wan,Ikon,6530,,,,,,,,,,,
10/9/2019 15:56,Ant Wan,Ikon,1540,,,,,,,,,,,
10/9/2019 16:00,Ant Wan,Ikon,224756,,,,,,,,,,,
10/9/2019 16:52,Ant Wan,Livsstil,139967,,,,,,,,,,,
10/9/2019 16:56,Ant Wan,Kokain City,217777,,,,,,,,,,,
10/9/2019 16:59,Ant Wan,Thug,175714,,,,,,,,,,,
10/9/2019 17:02,Ant Wan,Hon,222962,,,,,,,,,,,
10/9/2019 17:06,Ant Wan,Flera Days,179531,,,,,,,,,,,
10/9/2019 17:10,Storken,Lille Vals,235176,,,,,,,,,,,
10/9/2019 17:15,Ray Tracing,Mariopaint,295517,,,,,,,,,,,
10/9/2019 17:16,Vito Ricci,I'm At That Party Right Now - Original Mix,80235,,,,,,,,,,,
10/9/2019 17:23,Fatima Yamaha,What's a Girl to Do,419723,,,,,,,,,,,
10/9/2019 17:28,DJ BORING,Winona,302837,,,,,,,,,,,
10/9/2019 17:41,M Huncho,One Summer,341196,,,,,,,,,,,
10/9/2019 17:45,Dave,Samantha,220774,,,,,,,,,,,
10/9/2019 17:47,Dave,No Words,158797,,,,,,,,,,,
10/9/2019 17:47,Dave,Disaster (feat. J Hus),1813,,,,,,,,,,,
10/9/2019 17:51,Dave,Thiago Silva,206486,,,,,,,,,,,
10/9/2019 17:52,Oasis,Don't Look Back in Anger,1194,,,,,,,,,,,
10/9/2019 17:52,Drake,Behind Barz - Bonus,76917,,,,,,,,,,,
10/9/2019 17:52,Russ Millions,VidaLoca,1749,,,,,,,,,,,
10/9/2019 17:52,AJ Tracey,Elastic,831,,,,,,,,,,,
10/9/2019 17:54,Oasis,Don't Look Back in Anger,19882,,,,,,,,,,,
10/9/2019 20:47,Oasis,Don't Look Back in Anger,9338,,,,,,,,,,,
10/9/2019 20:47,Oasis,Wonderwall,937712,,,,,,,,,,,
10/9/2019 20:53,Ant Wan,Thug,1194,,,,,,,,,,,
10/9/2019 20:53,Oasis,Stand By Me,333845,,,,,,,,,,,
10/9/2019 20:53,Ant Wan,Flera Days,1002,,,,,,,,,,,
10/9/2019 20:59,Ant Wan,Livsstil,368150,,,,,,,,,,,
10/9/2019 21:03,Ant Wan,Hon,222962,,,,,,,,,,,
10/9/2019 21:35,Ant Wan,Kokain City,105934,,,,,,,,,,,
10/9/2019 21:35,Dave,Samantha,17152,,,,,,,,,,,
10/10/2019 6:45,Oasis,Don't Look Back in Anger,1941,,,,,,,,,,,
10/10/2019 6:45,Oasis,Wonderwall,277034,,,,,,,,,,,
10/10/2019 6:47,Oasis,Stand By Me,127466,,,,,,,,,,,
10/10/2019 6:48,Arctic Monkeys,Arabella,83391,,,,,,,,,,,
10/10/2019 7:05,Arctic Monkeys,Do I Wanna Know?,123029,,,,,,,,,,,
10/10/2019 14:55,Oasis,Wonderwall,212202,,,,,,,,,,,
10/10/2019 15:00,Ant Wan,Livsstil,311285,,,,,,,,,,,
10/10/2019 15:04,Ant Wan,Kokain City,217777,,,,,,,,,,,
10/10/2019 15:21,DJ BORING,Winona,43890,,,,,,,,,,,
10/10/2019 15:21,Ant Wan,Thug,16131,,,,,,,,,,,
10/10/2019 15:30,DJ BORING,Winona,511031,,,,,,,,,,,
10/10/2019 15:32,Ant Wan,Livsstil,154838,,,,,,,,,,,
10/10/2019 15:40,Johnnydangerous,King of Clubs,442207,,,,,,,,,,,
10/10/2019 15:45,Ray Tracing,Mariopaint,295517,,,,,,,,,,,
10/10/2019 15:49,Storken,Lille Vals,235176,,,,,,,,,,,
10/10/2019 15:54,Mall Grab,Liverpool Street In The Rain,332437,,,,,,,,,,,
10/10/2019 16:02,Fatima Yamaha,What's a Girl to Do,446510,,,,,,,,,,,
10/10/2019 16:05,Édith Piaf,La Vie en rose,187733,,,,,,,,,,,
10/10/2019 16:05,Channel Tres,Topdown,11540,,,,,,,,,,,
10/10/2019 16:08,Françoise Hardy,Suzanne,188266,,,,,,,,,,,
10/10/2019 16:09,Michel Houellebecq,Le film du dimanche,41087,,,,,,,,,,,
10/10/2019 16:13,Claire Laffut,Vérité,225896,,,,,,,,,,,
10/10/2019 16:16,Alice et Moi,Filme moi,209901,,,,,,,,,,,
10/10/2019 17:20,Ant Wan,Kall,143399,,,,,,,,,,,
10/10/2019 18:39,Snoop Dogg,What U Talkin' Bout,4501,,,,,,,,,,,
10/10/2019 18:39,Migos,Bad and Boujee (feat. Lil Uzi Vert),10133,,,,,,,,,,,
10/10/2019 18:39,50 Cent,Outta Control - Remix,2730,,,,,,,,,,,
10/10/2019 18:39,Nas,Got Ur Self A...,24426,,,,,,,,,,,
10/10/2019 18:41,Coolio,Gangsta's Paradise,113791,,,,,,,,,,,
10/10/2019 18:41,Gorillaz,Tranz,2495,,,,,,,,,,,
10/10/2019 18:41,NF,Warm Up,16448,,,,,,,,,,,
10/10/2019 18:41,DJ Khaled,Just Us (feat. SZA),6869,,,,,,,,,,,
10/10/2019 18:42,Ozzy Osbourne,Over the Mountain,4309,,,,,,,,,,,
10/10/2019 18:42,The Winery Dogs,We Are One,3818,,,,,,,,,,,
10/10/2019 18:42,"Tyler, The Creator",435,3754,,,,,,,,,,,
10/10/2019 18:42,Astroqueen,Superhuman God,2666,,,,,,,,,,,
10/10/2019 18:42,Planet of Zeus,The Ballad of Boston George,3328,,,,,,,,,,,
10/10/2019 18:42,Chance the Rapper,I Might Need Security,3200,,,,,,,,,,,
10/10/2019 18:42,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1834,,,,,,,,,,,
10/10/2019 18:42,Mac Miller,Self Care,1407,,,,,,,,,,,
10/10/2019 18:42,Gorillaz,Strobelite (feat. Peven Everett),5973,,,,,,,,,,,
10/10/2019 18:42,Limp Bizkit,Break Stuff,1621,,,,,,,,,,,
10/10/2019 18:42,KIDS SEE GHOSTS,4th Dimension,1493,,,,,,,,,,,
10/10/2019 18:42,The Company Band,It's a Confusing World,1023,,,,,,,,,,,
10/10/2019 18:42,BROCKHAMPTON,J'OUVERT,21802,,,,,,,,,,,
10/10/2019 18:43,Metallica,Enter Sandman,4202,,,,,,,,,,,
10/10/2019 18:43,Radio Moscow,Speed Freak,4330,,,,,,,,,,,
10/10/2019 18:44,NOT YOUR FINAL DESTINATION ,Intro Podcast ,1791,,,,,,,,,,,
10/10/2019 18:44,NOT YOUR FINAL DESTINATION ,JOE ROGAN MOTIVATON ,82240,,,,,,,,,,,
10/10/2019 18:45,Jonwayne,TED Talk,13525,,,,,,,,,,,
10/10/2019 18:45,NOT YOUR FINAL DESTINATION ,Should You Drop Ship? ,13205,,,,,,,,,,,
10/10/2019 18:45,Milo,True Nen,8405,,,,,,,,,,,
10/10/2019 18:45,BADBADNOTGOOD,Ray Gun,4693,,,,,,,,,,,
10/10/2019 18:45,Steve Miller Band,The Joker,2602,,,,,,,,,,,
10/10/2019 18:45,Steve Miller Band,Wild Mountain Honey,1407,,,,,,,,,,,
10/10/2019 18:46,Milo,Going No Place,3733,,,,,,,,,,,
10/10/2019 18:46,Action Bronson,White Bronco,5248,,,,,,,,,,,
10/10/2019 18:46,Kanye West,Lost In The World,1834,,,,,,,,,,,
10/10/2019 18:46,Gorillaz,Cloud of Unknowing (feat. Bobby Womack and Sinfonia ViVA),12522,,,,,,,,,,,
10/10/2019 18:46,Earl Sweatshirt,Veins,1685,,,,,,,,,,,
10/10/2019 18:46,Herbie Hancock,Butterfly,2389,,,,,,,,,,,
10/10/2019 18:46,Donald Fagen,The Nightfly,1749,,,,,,,,,,,
10/10/2019 18:46,LEISURE,Falling,1813,,,,,,,,,,,
10/10/2019 18:46,Zapp,Do You Really Want an Answer?,1536,,,,,,,,,,,
10/10/2019 18:46,MF DOOM,Hoe Cakes,9536,,,,,,,,,,,
10/10/2019 18:47,MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,7743,,,,,,,,,,,
10/10/2019 18:47,MF DOOM,Rhymes Like Dimes,9728,,,,,,,,,,,
10/10/2019 18:47,Gorillaz,Empire Ants (feat. Little Dragon),1621,,,,,,,,,,,
10/10/2019 18:47,Offset,Ric Flair Drip (& Metro Boomin),3882,,,,,,,,,,,
10/10/2019 18:47,MF DOOM,THAT'S THAT,4159,,,,,,,,,,,
10/10/2019 18:47,Milo,Rabblerouse,2986,,,,,,,,,,,
10/10/2019 18:47,Iron & Wine,Carousel,18474,,,,,,,,,,,
10/10/2019 18:47,Madvillain,Accordion,1557,,,,,,,,,,,
10/10/2019 18:47,Theory of a Deadman,The Truth Is... (I Lied About Everything),3711,,,,,,,,,,,
10/10/2019 18:47,MF DOOM,Doomsday,5290,,,,,,,,,,,
10/10/2019 18:47,BROCKHAMPTON,SISTER/NATION,2794,,,,,,,,,,,
10/10/2019 18:47,Steve Miller Band,The Joker,5930,,,,,,,,,,,
10/10/2019 18:48,BROCKHAMPTON,RENTAL,1280,,,,,,,,,,,
10/10/2019 18:48,The Weeknd,Pray For Me (with Kendrick Lamar),14826,,,,,,,,,,,
10/10/2019 18:48,Farruko,Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix,3882,,,,,,,,,,,
10/10/2019 18:48,R. Kelly,Real Talk,3200,,,,,,,,,,,
10/10/2019 18:48,LCD Soundsystem,45:33:00,4309,,,,,,,,,,,
10/10/2019 18:48,Arcangel,Original,2880,,,,,,,,,,,
10/10/2019 18:48,21 Savage,Bank Account,1301,,,,,,,,,,,
10/10/2019 18:48,Tory Lanez,TAlk tO Me (with Rich The Kid),2069,,,,,,,,,,,
10/10/2019 18:48,K CAMP,Lil Bit,1813,,,,,,,,,,,
10/10/2019 18:48,6ix9ine,MAMA,1173,,,,,,,,,,,
10/10/2019 18:48,Meek Mill,Going Bad (feat. Drake),3647,,,,,,,,,,,
10/10/2019 18:48,YBN Nahmir,Rubbin off the Paint,14122,,,,,,,,,,,
10/10/2019 18:49,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",19818,,,,,,,,,,,
10/10/2019 18:49,Young Billie Goat,Rose,23360,,,,,,,,,,,
10/10/2019 18:49,Mr Eazi,Thank You (Acoustic) [Live at emPawa Room],5461,,,,,,,,,,,
10/10/2019 18:49,Stormzy,Sounds of the Skeng,7765,,,,,,,,,,,
10/10/2019 18:49,P Money,Where & When,9706,,,,,,,,,,,
10/10/2019 18:50,T MULLA,Skills,7103,,,,,,,,,,,
10/10/2019 18:50,Renz,Big Amounts,1493,,,,,,,,,,,
10/10/2019 18:50,Wiley,"Givenchy Bag (feat. Future, Nafe Smallz & Chip)",4053,,,,,,,,,,,
10/10/2019 18:50,WSTRN,Lemonade,16362,,,,,,,,,,,
10/10/2019 18:50,ADÉ,SOMETHING NEW (feat. Lil Baby),4351,,,,,,,,,,,
10/10/2019 18:50,Halsey,Alone (Calvin Harris Remix) (Feat. Stefflon Don),1557,,,,,,,,,,,
10/10/2019 18:50,Melii,Nena,2730,,,,,,,,,,,
10/10/2019 18:50,Nana Rogues,To The Max,2645,,,,,,,,,,,
10/10/2019 18:50,A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",2794,,,,,,,,,,,
10/10/2019 18:52,Fredo,Freddy,98134,,,,,,,,,,,
10/10/2019 18:56,Baka Not Nice,Dope Game,219428,,,,,,,,,,,
10/10/2019 18:59,Mir Fontane,Bodega,184306,,,,,,,,,,,
10/10/2019 19:04,DJ BORING,Winona,26210,,,,,,,,,,,
