endTime,artistName,trackName,msPlayed
2020-07-03 05:37,Broder Daniel,No Time For Us - Acoustic version,249826
2020-07-03 05:42,Broder Daniel,Shoreline,259920
2020-07-03 05:43,P3 Nyheter på en minut,"P3 Nyheter på en minut, 3 juli 06.30",103250
2020-07-03 06:54,Lew Later,This is the Samsung Galaxy Note 20,2506605
2020-07-03 07:20,The Bug Bounty Podcast,Episode #1 ft. STÖK,173270
2020-07-03 07:24,Imperiet,Du ska va president,256760
2020-07-03 07:29,Thåström,Alla vill till himlen,264666
2020-07-03 07:32,Ebba Grön,Beväpna er,203373
2020-07-03 07:36,Nationalteatern,Bängen trålar,255813
2020-07-03 07:40,Anders F. Rönnblom,Jag kysste henne våldsamt,211480
2020-07-03 07:52,Kenta,Utan att fråga,232556
2020-07-03 08:05,Hoola Bandoola Band,Keops pyramid,393294
2020-07-03 08:10,The Blaze,Territory,276373
2020-07-03 08:14,The Blaze,Heaven,219280
2020-07-03 08:21,The Weeknd,After Hours - The Blaze Remix,34674
2020-07-03 08:25,The Blaze,She,218653
2020-07-03 08:28,The Blaze,Places,214826
2020-07-03 08:33,The Blaze,Territory,276373
2020-07-03 08:37,The Weeknd,After Hours - The Blaze Remix,238128
2020-07-03 08:41,The Blaze,Heaven,219280
2020-07-03 08:47,The Blaze,Virile,321560
2020-07-03 08:51,The Blaze,Queens,234680
2020-07-03 08:55,The Blaze,Faces,237773
2020-07-03 08:58,The Blaze,Sparks & Ashes,184000
2020-07-03 09:47,The Blaze,Runaway,255026
2020-07-03 09:52,Agar Agar,Prettiest Virgin (Myth Syzer Remix),254142
2020-07-03 10:01,Bicep,Glue,269149
2020-07-03 10:05,Frank Ocean,Cayendo (Side A - Acoustic),202200
2020-07-03 10:16,Peggy Gou,Starry Night - Edit,227332
2020-07-03 10:17,Tourist,Apollo,22122
2020-07-03 10:22,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",211562
2020-07-03 15:49,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",19778
2020-07-03 15:52,Kanye West,Wash Us In The Blood,0
2020-07-03 15:52,Z.E,JAGA BRÖDET,146833
2020-07-03 15:57,Z.E,JAGA BRÖDET,218279
2020-07-03 15:58,Disclosure,My High (Edit),74127
2020-07-03 15:58,Ant Wan,Mamacita,9066
2020-07-03 16:01,Disclosure,My High (Edit),3925
2020-07-03 16:01,Ant Wan,Mamacita,704
2020-07-03 16:01,Kojey Radical,Water (with Mahalia),917
2020-07-03 16:01,Kanye West,Wash Us In The Blood,189827
2020-07-03 16:01,Kojey Radical,Same Boat (feat. Mereba),1024
2020-07-03 16:01,Disclosure,ENERGY (Edit),6024
2020-07-03 16:01,Polo G,21,1408
2020-07-03 16:01,Dave,Psycho,618
2020-07-03 16:01,"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),1002
2020-07-03 16:29,SHY FX,Bad After We (feat. Kojey Radical & Ghetts),38549
2020-07-04 10:13,SHY FX,Bad After We (feat. Kojey Radical & Ghetts),119466
2020-07-04 10:16,The Highwaymen,Highwayman,182653
2020-07-04 10:20,Kenny Rogers,The Gambler,214880
2020-07-04 10:22,Creedence Clearwater Revival,Bad Moon Rising,141600
2020-07-04 10:25,Jefferson Airplane,White Rabbit,150640
2020-07-04 10:27,Johnny Cash,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",169293
2020-07-04 10:34,Pink Floyd,Money - 2011 Remastered Version,382834
2020-07-04 10:38,Pink Floyd,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",238746
2020-07-04 10:43,Cream,White Room,298333
2020-07-04 10:46,Jimi Hendrix,Purple Haze,170813
2020-07-04 10:49,Johnny Cash,I Walk the Line - Stereo Version,154173
2020-07-04 10:51,Johnny Cash,I Walk the Line,176533
2020-07-04 10:54,Johnny Cash,God's Gonna Cut You Down,158573
2020-07-04 10:58,Johnny Cash,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",233813
2020-07-04 11:02,Gros Mo,#Hulahoop,18390
2020-07-04 11:02,Johnny Cash,"Busted - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",2042
2020-07-04 11:02,Luidji,Palace Mafia,116
2020-07-04 11:02,Johnny Cash,(Ghost) Riders in the Sky,224813
2020-07-04 11:03,Disclosure,My High (Edit),23916
2020-07-04 11:08,Frank Ocean,Nikes,314075
2020-07-04 11:12,Frank Ocean,Ivy,249191
2020-07-04 11:16,Frank Ocean,Self Control,249667
2020-07-04 11:17,Frank Ocean,Good Guy,66786
2020-07-04 11:23,Frank Ocean,Nights,307151
2020-07-04 13:52,Frank Ocean,White Ferrari,248807
2020-07-04 13:54,Jireel,För Evigt (feat. estraden),166653
2020-07-04 13:57,Jireel,Chérie,155133
2020-07-04 14:01,Parham,Fingertoppar,226786
2020-07-04 14:03,Z.E,JAGA BRÖDET,146833
2020-07-04 14:07,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",199809
2020-07-05 10:21,Z.E,JAGA BRÖDET,146833
2020-07-05 10:24,Kanye West,Wash Us In The Blood,189827
2020-07-05 10:26,Disclosure,My High (Edit),1536
2020-07-05 10:26,SHY FX,Bad After We (feat. Kojey Radical & Ghetts),1151
2020-07-05 10:26,Disclosure,ENERGY (Edit),117251
2020-07-05 10:30,Kojey Radical,If Only,262022
2020-07-05 10:31,Knucks,Breakfast At Tiffany's,2922
2020-07-05 10:31,DC,Dock City,2218
2020-07-05 10:31,Oscar #Worldpeace,Evening Time (feat. Knucks & Etta Bond),39941
2020-07-05 10:32,DC,Neighbourhood,79680
2020-07-05 10:37,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",231066
2020-07-05 10:37,Z.E,JAGA BRÖDET,8177
2020-07-05 18:25,Poni Hoax,Budapest - Italo Dub,106820
2020-07-05 19:22,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",252917
2020-07-05 19:22,Z.E,JAGA BRÖDET,769
2020-07-05 19:25,Poni Hoax,Budapest - Italo Dub,179712
2020-07-05 19:26,Kraftwerk,Autobahn,12522
2020-07-05 19:26,Kraftwerk,The Model,5461
2020-07-05 19:26,Kraftwerk,The Model,29631
2020-07-05 20:09,Kraftwerk,Computer Love,189183
2020-07-05 22:20,Trance Wax,Northern Sky,6144
2020-07-05 22:20,Poni Hoax,Budapest - Italo Dub,1664
2020-07-05 22:20,Kraftwerk,Computer Love,275690
2020-07-05 22:20,Marshall Jefferson,Mushrooms - Salt City Orchestra Out There Mix,13162
2020-07-05 22:20,Jesper Ryom,Chants,11882
2020-07-05 22:21,Coco Bryce,Krush Groove,2218
2020-07-05 22:24,Patagonia,Chi Ci Pensa,186005
2020-07-06 10:03,Adriatique,Awakening Machines,217514
2020-07-06 10:05,Kraftwerk,The Robots,140949
2020-07-06 11:31,Kraftwerk,Computer Love,75520
2020-07-06 12:05,Pulp,Common People,9050
2020-07-06 12:05,Pulp,Mis-Shapes,6270
2020-07-06 12:06,Pulp,Disco 2000,24740
2020-07-06 12:11,Pulp,Disco 2000,165907
2020-07-06 12:13,L'Impératrice,Vanille fraise,8620
2020-07-06 12:13,L'Impératrice,Voodoo?,8120
2020-07-06 12:13,Pulp,Babies,13933
2020-07-06 12:13,L'Impératrice,Sonate Pacifique,5240
2020-07-06 12:14,Tomoko Aran,Midnight Pretenders,8350
2020-07-06 12:14,L'Impératrice,Agitations tropicales,17270
2020-07-06 12:15,Tomoko Aran,I'm in Love,10740
2020-07-06 12:15,Tomoko Aran,ひと夏のタペストリー,12430
2020-07-06 12:15,Tomoko Aran,"Baby, Don't You Cry Anymore",3400
2020-07-06 12:17,Tomoko Aran,Body to Body,39110
2020-07-06 12:18,Kraftwerk,Das Model,94750
2020-07-06 12:26,Kraftwerk,Computer Liebe,435060
2020-07-06 12:29,Kraftwerk,Der Telefon Anruf / House Phone,0
2020-07-06 12:29,Kraftwerk,Numbers - 2009 Remaster,200333
2020-07-06 12:34,L'Impératrice,Parfum thérémine,304993
2020-07-06 12:38,L'Impératrice,Voodoo?,93386
2020-07-06 13:08,Kenny Rogers,The Gambler,23722
2020-07-06 13:39,L'Impératrice,Voodoo?,255746
2020-07-06 13:50,Nujabes,Luv(sic.) pt3 (feat. Shing02),336866
2020-07-06 13:54,Fleetwood Mac,The Chain - 2004 Remaster,270213
2020-07-06 13:58,Stand High Patrol,Brest Bay,199066
2020-07-06 14:11,Frank Carter & The Rattlesnakes,Crowbar,142946
2020-07-06 14:12,Dexys Midnight Runners,Jackie Wilson Said (I'm In Heaven When You Smile),60969
2020-07-06 14:17,Tomoko Aran,ひと夏のタペストリー,269933
2020-07-06 14:20,Yves Tumor,Gospel For A New Century,198626
2020-07-06 14:30,L'Impératrice,Agitations tropicales,248892
2020-07-06 14:50,Alex Harvey,I’m Just A Man,186562
2020-07-06 14:58,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",231066
2020-07-06 15:02,Jennifer Lara,I Am In Love,211426
2020-07-06 15:14,Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst",723573
2020-07-06 15:16,Flume,The Difference,139662
2020-07-06 15:19,Shirt,Phantom (Redux),154491
2020-07-06 15:22,Octavian,Papi Chulo,161667
2020-07-06 15:26,Tom Misch,Lost in Paris,192242
2020-07-06 16:17,Mamma Moa,"""Det är kvinnohat att inte få dricka kaffe""",2778197
2020-07-06 17:44,Sommar & Vinter i P1,Therese Lindgren,3216597
2020-07-06 17:49,L'Impératrice,Voodoo?,255746
2020-07-06 17:52,Current Joys,Blondie,194733
2020-07-06 17:59,Pulp,Common People,6464
2020-07-06 17:59,The Stranglers,Golden Brown,122258
2020-07-06 17:59,Daniel Caesar,Who Hurt You?,3477
2020-07-06 18:00,Lew Later,OnePlus Nord First Look in Teaser Video,7765
2020-07-06 18:00,P3 Nyheter på en minut,"P3 Nyheter på en minut, 6 juli 17.00",11818
2020-07-06 18:00,P3 Nyheter på en minut,"P3 Nyheter på en minut, 6 juli 17.00",13311
2020-07-06 18:01,Duncan Trussell Family Hour,389: UNLOCKED Crowdcast with David Nichtern,78186
2020-07-07 08:38,Kraftwerk,Computer Love,379590
2020-07-07 08:44,Kraftwerk,The Robots,279450
2020-07-07 08:46,Kraftwerk,Vitamin,3720
2020-07-07 08:46,Kraftwerk,Techno Pop,17120
2020-07-07 08:46,Kraftwerk,Das Model,109630
2020-07-07 08:47,Kraftwerk,Die Roboter,45670
2020-07-07 08:47,Kraftwerk,Schaufensterpuppen,14060
2020-07-07 08:59,Kraftwerk,Computer Liebe,42420
2020-07-07 08:59,P3 Nyheter på en minut,"P3 Nyheter på en minut, 7 juli 06.30 ",1170
2020-07-07 08:59,THE SCOTTS,THE SCOTTS,860
2020-07-07 09:08,THE SCOTTS,THE SCOTTS,136070
2020-07-07 09:21,Kraftwerk,Computer Love - 2009 Remaster,71290
2020-07-07 09:44,Kraftwerk,Computer Love - 2009 Remaster,36920
2020-07-07 11:45,P3 Nyheter på en minut,"P3 Nyheter på en minut, 7 juli 12.00",82038
2020-07-07 11:49,Kraftwerk,Das Model,219606
2020-07-07 11:56,Kraftwerk,Computer Liebe,393287
2020-07-07 12:03,Kraftwerk,Die Roboter,463422
2020-07-07 12:09,Poni Hoax,Budapest - Italo Dub,354324
2020-07-07 12:11,Själen,Älska Dig,123943
2020-07-07 12:18,Avner,Kaos i Härnösand - Axel Boman Remix,379660
2020-07-07 12:19,Frank Ocean,Nikes,92
2020-07-07 12:24,Frank Ocean,Nikes,314075
2020-07-07 12:27,Frank Ocean,Cayendo (Side A - Acoustic),202200
2020-07-07 12:28,Frank Ocean,Solo (Reprise),6125
2020-07-07 12:32,Frank Ocean,Ivy,249191
2020-07-07 12:36,Frank Ocean,White Ferrari,248807
2020-07-07 12:40,Frank Ocean,Nights,236330
2020-07-07 12:43,Frank Ocean,Self Control,219544
2020-07-07 12:44,Jamie xx,Far Nearer,835
2020-07-07 12:44,Marie Davidson,Chasing The Light,1741
2020-07-07 12:44,Bella Boo,Can't Leave You Like This,812
2020-07-07 12:44,ZHU,As Crazy As It Is,975
2020-07-07 12:44,Krawall,Try This Demo,1509
2020-07-07 12:44,ZHU,"Hold Up, Wait a Minute",975
2020-07-07 12:44,Pedrodollar,Ner I Brunnen - Original Mix,1346
2020-07-07 12:44,Charlotte de Witte,Closer - Original Mix,12399
2020-07-07 12:44,Frank Ocean,Lost,4620
2020-07-07 13:15,Adam Beyer,Space Date - Pleasurekraft Remix,129637
2020-07-07 13:18,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",90517
2020-07-07 13:26,Kraftwerk,Numbers / Computer World,459193
2020-07-07 13:33,Kraftwerk,It's More Fun to Compute / Home Computer,371921
2020-07-07 13:39,Kraftwerk,Computer Love,393287
2020-07-07 13:40,Kraftwerk,It's More Fun to Compute / Home Computer,0
2020-07-07 13:41,Daft Punk,Overture,76842
2020-07-07 13:43,Daft Punk,The Grid,101076
2020-07-07 13:44,Daft Punk,The Son of Flynn,95226
2020-07-07 13:45,Daft Punk,Recognizer,31622
2020-07-07 13:49,Daft Punk,Derezzed,264053
2020-07-07 13:53,Daft Punk,Fall,234866
2020-07-07 14:04,Daft Punk,The Grid,267786
2020-07-07 14:09,Daft Punk,Adagio for TRON,287970
2020-07-07 14:16,Daft Punk,Give Life Back to Music,275386
2020-07-07 14:21,Daft Punk,The Game of Love,322146
2020-07-07 14:32,Daft Punk,Giorgio by Moroder,664151
2020-07-07 14:33,Daft Punk,Within,57803
2020-07-07 14:39,Daft Punk,Instant Crush (feat. Julian Casablancas),337560
2020-07-07 14:45,Daft Punk,Touch (feat. Paul Williams),25858
2020-07-07 14:45,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893
2020-07-07 14:53,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),456880
2020-07-07 14:58,Daft Punk,Beyond,290240
2020-07-07 14:59,Daft Punk,Motherboard,96698
2020-07-07 15:00,Daft Punk,Doin' it Right (feat. Panda Bear),5077
2020-07-07 15:03,Z.E,JAGA BRÖDET,185733
2020-07-07 15:06,Ant Wan,Mamacita,185729
2020-07-07 15:09,Ant Wan,Jag & Du,196132
2020-07-07 15:12,Ant Wan,Madame,181273
2020-07-07 15:15,Kanye West,Wash Us In The Blood,189827
2020-07-07 15:16,Disclosure,ENERGY (Edit),56840
2020-07-07 15:26,EMMANUELLE,Italove,587618
2020-07-07 15:30,Frank Ocean,Chanel,210285
2020-07-07 15:34,Frank Ocean,Ivy,249191
2020-07-07 15:37,Frank Ocean,Pink + White,184516
2020-07-07 15:38,Disclosure,My High (Edit),50493
2020-07-07 17:02,Disclosure,My High (Edit),49813
2020-07-07 17:07,Yung Lean,Ghosttown,309880
2020-07-07 17:11,Kanye West,Ghost Town,271386
2020-07-07 17:14,KIDS SEE GHOSTS,Feel The Love,165053
2020-07-07 17:17,KIDS SEE GHOSTS,4th Dimension,153351
2020-07-07 17:20,slowthai,Doorman,184201
2020-07-07 17:23,Ant Wan,Mamacita,160326
2020-07-07 17:25,Z.E,JAGA BRÖDET,146833
2020-07-07 17:28,Kanye West,Wash Us In The Blood,189827
2020-07-07 17:29,Disclosure,ENERGY (Edit),12675
2020-07-07 17:30,Tomoko Aran,ジ・レ・ン・マ,109013
2020-07-07 17:37,Faye Webster,Room Temperature,202361
2020-07-07 17:41,Stand High Patrol,The Shift,223785
2020-07-07 17:45,The Beatles,Strawberry Fields Forever - Remastered 2009,247320
2020-07-07 17:47,Pulp,Mis-Shapes,122025
2020-07-07 17:50,Plastic Bertrand,Ca plane pour moi,182133
2020-07-07 17:54,Plastic Bertrand,Major Tom,230960
2020-07-07 17:59,Claire Laffut,Vérité,302578
2020-07-07 17:59,Sebastian Roca,Honey,1856
2020-07-07 18:00,Édith Piaf,La vie en rose,24277
2020-07-07 18:00,Duolingo French Podcast,Le magicien des baguettes (The Baguette Magician),10389
2020-07-07 18:00,Henry N. Raymond,Introduction,46613
2020-07-07 18:03,Édith Piaf,"Non, je ne regrette rien",142280
2020-07-07 18:07,Édith Piaf,La Vie en rose,291481
2020-07-07 18:10,Édith Piaf,Sous le ciel de Paris,11434
2020-07-07 18:10,Édith Piaf,Les Amants de Paris (avec Les Compagnons de la chanson),123413
2020-07-07 18:12,Édith Piaf,Sous le ciel de Paris,148416
2020-07-07 18:15,Édith Piaf,Une enfant,32490
2020-07-07 18:15,Édith Piaf,Mon Dieu,3242
2020-07-07 18:15,Édith Piaf,Padam padam,160640
2020-07-07 18:16,Édith Piaf,Les trois cloches - Remasterisé en 2015,3285
2020-07-07 18:16,Édith Piaf,Milord - Remasterisé en 2015,31871
2020-07-07 18:16,Édith Piaf,Milord,11135
2020-07-07 18:16,Édith Piaf,Exodus,13375
2020-07-07 18:17,Édith Piaf,Céline - Remasterisé en 2015,2154
2020-07-07 18:17,Édith Piaf,Dans les prisons de Nantes - Remasterisé en 2015,7637
2020-07-07 18:17,Édith Piaf,La Vie en rose - Remasterisé En 2015,3690
2020-07-07 18:17,Édith Piaf,La Complainte du Roi Renaud,17621
2020-07-07 18:18,Édith Piaf,La Vie en rose - Remasterisé En 2015,61354
2020-07-07 18:21,Édith Piaf,La Vie en rose,187733
2020-07-07 18:22,Édith Piaf,"C'est pour ça (Extrait de ""Neuf garçons et un coeur"") - Remasterisé en 2015",45494
2020-07-07 18:26,3010,Fenêtres,14762
2020-07-07 18:26,Fela Kuti,Power Show - Edit,27622
2020-07-07 18:26,dutchavelli,Surely,6784
2020-07-07 18:26,Nemir,Ça sert,220837
2020-07-07 18:26,Ocean Wisdom,CHICKEN WING,3114
2020-07-07 18:27,Kan Sano,DT pt.2,17770
2020-07-07 18:27,Freddie Gibbs,Scottie Beam,3285
2020-07-07 18:27,Caribou,Sun,3178
2020-07-07 18:27,Fela Kuti,Power Show - Edit,3520
2020-07-07 18:27,MXXWLL,THINGS U DO,4778
2020-07-07 18:27,Lyza Jane,The Killing Moon,8533
2020-07-07 18:27,Sampa the Great,Energy,7978
2020-07-07 18:27,Teyana Taylor,Morning (with Kehlani),7424
2020-07-07 18:27,slowthai,North Nights,640
2020-07-07 18:28,Azizi Gibson,Sex Message,18303
2020-07-07 18:28,Krisy,Erotiquement votre,11456
2020-07-07 18:30,Krisy,Hors de ma vue,102528
2020-07-07 18:30,Sampa the Great,Energy,1109
2020-07-07 18:34,dutchavelli,Surely,231564
2020-07-07 18:43,Krisy,Je t'aime encore,45589
2020-07-07 18:51,Sampa the Great,Energy,470487
2020-07-07 18:56,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",266734
2020-07-07 18:58,Z.E,JAGA BRÖDET,146833
2020-07-07 19:01,French in 5 Minutes - Learn French in 5 minutes a day !,How to say what's the weather like in French ? ,1386
2020-07-07 19:01,Kanye West,Wash Us In The Blood,52300
2020-07-07 19:19,French in 5 Minutes - Learn French in 5 minutes a day !,How to say what's the weather like in French ? ,8682
2020-07-07 19:29,Learn French Today With Romeo,FRENCH PRONOUNCIATION,541888
2020-07-07 19:32,Yann Tiersen,Porz Goret,4074
2020-07-07 19:32,Édith Piaf,La Vie en rose,187733
2020-07-07 19:47,Monica Zetterlund,Sakta vi gå genom stan,651696
2020-07-07 19:50,Moonica Mac,Till slutet av augusti,101760
2020-07-07 19:59,Nirvana,Smells Like Teen Spirit,301920
2020-07-07 20:02,Nirvana,Come As You Are,218920
2020-07-07 20:07,Nirvana,Heart-Shaped Box,281160
2020-07-07 20:14,Nirvana,The Man Who Sold The World,261093
2020-07-07 20:23,Nirvana,Lithium,546192
2020-07-07 20:23,Krisy,Erotiquement votre,703
2020-07-07 20:27,Azizi Gibson,Sex Message,236247
2020-07-07 20:30,Azizi Gibson,Cabaret,185202
2020-07-07 20:33,Azizi Gibson,Smoking with the Gods,5461
2020-07-07 20:33,Azizi Gibson,Rain,125603
2020-07-07 20:33,Sampa the Great,Energy,14698
2020-07-07 20:46,Sabaton,Carolus Rex,767233
2020-07-07 20:50,Sabaton,En Livstid I Krig,206133
2020-07-07 20:55,Sabaton,To Hell and Back,7424
2020-07-07 20:55,Sabaton,Bismarck,3967
2020-07-07 20:55,Sabaton,Lejonet Från Norden,296341
2020-07-07 20:55,Sabaton,Primo Victoria,2688
2020-07-07 20:56,Sabaton,The Last Stand,82730
2020-07-07 21:01,Håkan Hellström,Visa vid vindens ängar,304000
2020-07-07 21:11,Håkan Hellström,Trubbel,286016
2020-07-08 13:33,Sampa the Great,Energy,298750
2020-07-08 13:37,Azizi Gibson,Sex Message,255911
2020-07-08 13:42,dutchavelli,Surely,256104
2020-07-08 13:45,Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),178137
2020-07-08 13:47,GRM Daily,Burning (feat. M Huncho & Dutchavelli),169714
2020-07-08 13:51,dutchavelli,Only If You Knew,185846
2020-07-08 13:53,dutchavelli,John Wayne,161540
2020-07-08 13:55,"Nas & Damian ""Jr. Gong"" Marley",As We Enter,86898
2020-07-08 13:55,Dub Garden,Talking,3008
2020-07-08 13:59,Dub Garden,Doctor Wind,245342
2020-07-08 14:03,Dub Garden,Talking,51422
2020-07-08 14:03,Dub Garden,Talking,221936
2020-07-08 14:04,Dub Garden,Colors,5269
2020-07-08 15:18,Kontrollbehov,096. Battle Royale-svep och jäkelskap,3819796
2020-07-08 15:20,Styrkelabbet,Avsnitt 236: Det här önskar ni lyssnare – och vi två – göra mer eller mindre utav i träningen,64396
2020-07-08 15:23,Édith Piaf,La Vie en rose,187733
2020-07-08 15:26,Édith Piaf,"Non, je ne regrette rien",142280
2020-07-08 15:27,Édith Piaf,Paris,70160
2020-07-08 15:28,Édith Piaf,Padam padam,29760
2020-07-08 15:29,Yves Montand,Sous le ciel de Paris,49920
2020-07-08 15:29,Dean Martin,Sway (Quien Sera),12010
2020-07-08 15:29,Dean Martin,Volare (Nel Blu Di Pinto Di Blu) - Remastered,3413
2020-07-08 15:29,Joe Dassin,Les Champs-Elysées,26218
2020-07-08 15:30,Dean Martin,Everybody Loves Somebody,10240
2020-07-08 15:30,Dean Martin,Ain't That A Kick In The Head,54037
2020-07-08 15:30,Dean Martin,Everybody Loves Somebody,3840
2020-07-08 15:32,Dean Martin,You're Nobody 'Til Somebody Loves You - Remastered/1997,88874
2020-07-08 15:33,Monica Zetterlund,Trubbel,93034
2020-07-08 15:34,Monica Zetterlund,Sakta vi gå genom stan,17216
2020-07-08 15:35,Moj0,Terapi,78250
2020-07-08 15:41,Håkan Hellström,Trubbel,340437
2020-07-08 15:58,Håkan Hellström,Visa vid vindens ängar,340816
2020-07-08 16:07,Darin,En säng av rosor,475949
2020-07-08 16:07,Ed Sheeran,Drunk,8060
2020-07-08 16:09,Ed Sheeran,The A Team,126186
2020-07-08 16:11,Ed Sheeran,Photograph,96384
2020-07-08 17:05,Ed Sheeran,Photograph,162644
2020-07-08 17:09,Ed Sheeran,Thinking out Loud,247351
2020-07-08 17:17,Dean Martin,Mambo Italiano - 2000 Digital Remaster,8603
2020-07-08 17:17,Honey Dijon,Thunda (feat. John Mendelsohn) - HNNY Remix,471280
2020-07-08 17:20,dutchavelli,Only If You Knew,174706
2020-07-08 17:23,GRM Daily,Burning (feat. M Huncho & Dutchavelli),169714
2020-07-08 17:26,Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),178137
2020-07-08 17:47,Azizi Gibson,Smoking with the Gods,34831
2020-07-08 17:53,Mwuana,Djur,312200
2020-07-08 18:09,Parham,Fingertoppar,226786
2020-07-08 18:12,Erik Lundin,Euro,184893
2020-07-08 18:37,Ivory,NO PAIN,215300
2020-07-08 20:26,Trainspotters,FTP,148821
2020-07-08 20:27,Erk,Skateboardlåten,6933
2020-07-08 20:27,Trainspotters,FTP,28714
2020-07-08 20:30,Erik Lundin,Apanage,210560
2020-07-08 20:32,Erik Lundin,Euro,81569
2020-07-08 21:11,Styrkelabbet,Avsnitt 236: Det här önskar ni lyssnare – och vi två – göra mer eller mindre utav i träningen,1387136
2020-07-09 13:41,Styrkelabbet,Avsnitt 236: Det här önskar ni lyssnare – och vi två – göra mer eller mindre utav i träningen,30698
2020-07-09 13:45,Nirvana,Lithium,257053
2020-07-09 13:50,Macky,TESLA,276013
2020-07-09 13:52,Greekazo,HotSpot,134400
2020-07-09 14:00,Erik Lundin,Helvetet i Huvudstaden,363316
2020-07-09 14:36,P3 Nyheter Dokumentär,Flugsvamp 2.0 – Sveriges största knarkhärva – P3 Nyheter Dokumentär,1838146
2020-07-09 14:38,P3 Nyheter på en minut,"P3 Nyheter på en minut, 9 juli 12.00",109362
2020-07-09 16:09,Lew Later,Samsung Ditching Chargers Now Too,3264809
2020-07-09 17:15,Nirvana,About A Girl,27584
2020-07-09 17:50,Styrkelabbet,Avsnitt 236: Det här önskar ni lyssnare – och vi två – göra mer eller mindre utav i träningen,1440562
2020-07-09 17:58,dutchavelli,Only If You Knew,174706
2020-07-09 18:01,GRM Daily,Burning (feat. M Huncho & Dutchavelli),169714
2020-07-09 18:04,Tion Wayne,I Dunno (feat. Dutchavelli & Stormzy),178137
2020-07-09 18:15,Azizi Gibson,Smoking with the Gods,221722
2020-07-09 18:18,Azizi Gibson,Cabaret,185202
2020-07-09 18:30,Azizi Gibson,Sex Message,288809
2020-07-09 18:33,Sampa the Great,Energy,143079
2020-07-09 19:40,Sampa the Great,Energy,7594
2020-07-09 19:48,Frank Ocean,Nikes,484168
2020-07-09 19:52,Frank Ocean,Ivy,249191
2020-07-09 19:58,Frank Ocean,Be Yourself,5520
2020-07-09 19:58,Frank Ocean,Pink + White,354794
2020-07-09 19:58,Frank Ocean,Solo,7210
2020-07-09 19:59,Frank Ocean,Skyline To,3605
2020-07-09 20:03,Frank Ocean,Self Control,249667
2020-07-09 20:04,Frank Ocean,Good Guy,66786
2020-07-09 20:09,Frank Ocean,Nights,287961
2020-07-09 20:14,Frank Ocean,White Ferrari,292970
2020-07-09 20:18,Frank Ocean,Novacane,254976
2020-07-09 20:23,Joji,SLOW DANCING IN THE DARK,209273
2020-07-09 20:28,Joji,Sanctuary,180018
2020-07-09 20:29,Frank Ocean,Pretty Sweet,13609
2020-07-09 20:29,Frank Ocean,Facebook Story,2986
2020-07-09 20:29,Frank Ocean,Solo (Reprise),78742
2020-07-09 20:29,Frank Ocean,Close To You,6997
2020-07-09 20:29,Frank Ocean,White Ferrari,3157
2020-07-09 20:47,Frank Ocean,Seigfried,334570
2020-07-09 20:50,Frank Ocean,Godspeed,177922
2020-07-09 20:56,Frank Ocean,Futura Free,361235
2020-07-09 20:58,Skee Mask,Cafe Mu,78271
2020-07-09 20:58,Jun Kamoda,Escape the Night,4757
2020-07-09 20:58,Jex Opolis,The Bottom - Dub,20863
2020-07-09 21:04,Jex Opolis,The Bottom - Dub,324590
2020-07-09 21:09,Tilman,This Feeling,331976
2020-07-10 12:54,Frank Ocean,Be Yourself,1130
2020-07-10 12:54,Frank Ocean,Pink + White,4437
2020-07-10 12:54,Frank Ocean,Futura Free,176021
2020-07-10 13:03,Frank Ocean,Futura Free,564165
2020-07-10 13:25,Papillon Rising,High Upon High (Flight of the Dragon),3520
2020-07-10 13:25,Papillon Rising,Still,3733
2020-07-10 13:25,Frank Ocean,Ivy,245958
2020-07-10 13:26,Frank Ocean,White Ferrari,960
2020-07-10 13:26,blackbear,queen of broken hearts,277
2020-07-10 13:26,Papillon Rising,Big Bang,3541
2020-07-10 13:26,James Blake,Are You Even Real?,16277
2020-07-10 13:27,The Streets,You Can’t Afford Me (feat. Ms Banks),42389
2020-07-10 13:27,KAYTRANADA,Look Easy,18368
2020-07-10 13:28,Joji,Bitter Fuck,4224
