endTime,artistName,trackName,msPlayed
2020-06-26 10:43,Newkid,Dör för min,56846
2020-06-26 10:43,Slipknot,I Am Hated,2175
2020-06-26 10:43,Suicide Silence,About a Plane Crash (EP Mix),3711
2020-06-26 10:43,A Day To Remember,All I Want,1450
2020-06-26 10:43,A Day To Remember,All I Want,2389
2020-06-26 10:43,Sean Kingston,Fire Burning,1280
2020-06-26 10:44,Bring Me The Horizon,Blessed With A Curse,7957
2020-06-26 10:44,System Of A Down,Chop Suey!,41557
2020-06-26 10:44,A Day To Remember,All Signs Point to Lauderdale,917
2020-06-26 10:44,A Day To Remember,All Signs Point to Lauderdale,341
2020-06-26 10:44,A Day To Remember,All I Want,1216
2020-06-26 10:44,System Of A Down,B.Y.O.B.,1024
2020-06-26 10:49,ZHU,Came For The Low,275059
2020-06-26 11:17,ARTBAT,Papillon,648184
2020-06-26 11:30,Baba Stiltz,Can't Help It,90753
2020-06-26 14:41,P3 Nyheter på en minut,"P3 Nyheter på en minut, 26 juni 12.00",95308
2020-06-26 14:44,Studio Allsvenskan,"""Han är helt överlägsen""",64319
2020-06-26 14:48,Unibet,För Alla Oss,254832
2020-06-26 14:50,Unibet,För Alla Oss - Ver.2,93723
2020-06-26 14:51,Våren,Vårvindar Friska,77696
2020-06-26 14:55,Amanda Bergman,Vintersaga,154965
2020-06-26 14:56,Mando Diao,Strövtåg i hembygden,37162
2020-06-26 17:21,Studio Allsvenskan,"""Han är helt överlägsen""",2218
2020-06-26 17:26,Ant Wan,Mama,209411
2020-06-26 21:37,Ant Wan,Mamacita,96968
2020-06-26 21:41,Magnus Carlson,Vi ses snart igen,257194
2020-06-26 21:48,Kenta,Just idag är jag stark,328682
2020-06-27 14:57,Jireel,Chérie,155133
2020-06-27 15:01,Jireel,Den Sommaren (feat. Miriam Bryant),213681
2020-06-27 15:04,Jireel,För Evigt (feat. estraden),166653
2020-06-27 15:07,Ant Wan,Mamacita,185729
2020-06-27 15:09,Yasin,Workin,141714
2020-06-27 15:12,Yasin,Source Ft Aden,152400
2020-06-27 15:14,Oskar Linnros,Wifi - Remix,158126
2020-06-27 15:19,Catching Flies,New Gods - Ron Basejam Remix,304486
2020-06-27 15:19,Asher D,Top Boy (feat. P Money),5580
2020-06-27 15:29,Daft Punk,Too Long,600293
2020-06-27 18:57,Gros Mo,#Hulahoop,87075
2020-06-27 18:58,King Krule,Border Line,8312
2020-06-27 19:00,Jimi Hendrix,Little Wing,487
2020-06-27 19:00,Nick Cave & The Bad Seeds,Up Jumped the Devil - 2010 Remastered Version,129381
2020-06-27 19:02,Dusty Springfield,Spooky,162609
2020-06-27 19:02,Green Day,Minority,650
2020-06-27 19:07,Dexys Midnight Runners,Come On Eileen,287306
2020-06-27 19:10,The Supremes,Stoned Love - Single Version,177773
2020-06-27 19:13,Victor Leksell,Om igen,195099
2020-06-27 19:16,Plastic Bertrand,Major Tom,135507
2020-06-27 19:19,Peter Schilling,Major Tom,172570
2020-06-27 19:22,Grauzone,Eisbär,233801
2020-06-27 19:26,Minnie Riperton,Lovin' You,6292
2020-06-27 19:26,Pist Idiots,Fuck Off,9505
2020-06-27 19:26,Arctic Monkeys,Arabella,207356
2020-06-27 19:30,The Beatles,Hey Jude - Remastered 2015,248198
2020-06-27 19:30,The Beatles,Penny Lane - Remastered 2009,7360
2020-06-27 19:31,The Beatles,Help! - Remastered 2009,27399
2020-06-27 19:32,Kasabian,Club Foot,30603
2020-06-27 19:35,The Lemonheads,Mrs. Robinson - Remastered,224480
2020-06-27 19:37,Talking Heads,Psycho Killer - 2005 Remaster,105532
2020-06-27 19:40,Howlin' Wolf,Smokestack Lightnin',150209
2020-06-27 19:43,Wolfmother,Joker And The Thief,236286
2020-06-27 19:46,Stand High Patrol,The Big Tree,165720
2020-06-27 19:50,Nena,99 Luftballons,198228
2020-06-27 19:51,Cutting Crew,(I Just) Died In Your Arms,106115
2020-06-27 19:55,Laura Branigan,Self Control,222772
2020-06-27 19:55,The Buggles,Video Killed The Radio Star,27980
2020-06-27 19:56,Black Sabbath,N.I.B. - Live,487
2020-06-27 19:59,Black Sabbath,N.I.B.,216920
2020-06-27 20:00,Jimi Hendrix,Foxey Lady,51269
2020-06-27 20:02,TOTO,Africa,118143
2020-06-27 20:03,Waveshaper,1982 Space Program,60696
2020-06-27 20:07,Kylie Minogue,Can't Get You out of My Head,230640
2020-06-27 20:09,Primal Scream,Loaded - Andy Weatherall Mix,107174
2020-06-27 20:11,Rammstein,Engel,152694
2020-06-27 20:13,Bee Gees,Stayin' Alive,92866
2020-06-27 20:21,Boris Brejcha,FEAR,520320
2020-06-27 20:30,Shouse,Love Tonight,493795
2020-06-27 20:31,Britney Spears,Toxic,74133
2020-06-27 20:35,HammerFall,Hearts on Fire,231386
2020-06-27 20:38,Green Day,Minority,168226
2020-06-27 20:44,TOTO,Africa,2833
2020-06-27 20:46,Laura Branigan,Self Control,1300
2020-06-27 20:46,Banda Black Rio,Chega Mais (Imaginei Você Dançando),166138
2020-06-27 20:50,Avicii,Freak (feat. Bonn),510
2020-06-27 20:50,Odyssey,"Going Back to My Roots - 12"" Version",190148
2020-06-27 20:51,Esa,A muto,108437
2020-06-27 20:52,Elaine & Ellen,Fill Me Up,14326
2020-06-27 22:25,Carola,Säg mig var du står,8170
2020-06-27 22:25,Carola,Säg mig var du står,117957
2020-06-27 22:26,Johnny Cash,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",33813
2020-06-27 22:52,Johnny Cash,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",44074
2020-06-27 22:53,Oasis,Supersonic,32085
2020-06-28 11:39,Ant Wan,Mamacita,325
2020-06-28 11:39,Ant Wan,Mamacita,29396
2020-06-28 11:44,Frank Ocean,Nights,307151
2020-06-28 11:53,Frank Ocean,Ivy,219650
2020-06-28 11:56,Frank Ocean,Pink + White,173522
2020-06-28 12:02,Frank Ocean,Nikes,309906
2020-06-29 04:20,Damso,Θ. Macarena,91136
2020-06-29 04:38,Greekazo,HotSpot,263253
2020-06-29 04:46,1.Cuz,FÖRSENT,215777
2020-06-29 04:49,Greekazo,FÖRSENT 2,162244
2020-06-29 04:54,Macky,TESLA,300627
2020-06-29 05:00,Greekazo,PUTA,3349
2020-06-29 05:00,Carola,Säg mig var du står,352981
2020-06-29 05:04,Nafe Smallz,8 Missed Calls,221595
2020-06-29 05:11,Car Seat Headrest,Can't Cool Me Down,309333
2020-06-29 05:13,Mick Jenkins,Understood,107516
2020-06-29 05:14,Brent Faiyaz,Poison,56981
2020-06-29 05:19,Kraftwerk,The Robots - 2009 Remaster,298538
2020-06-29 05:24,Kraftwerk,Computer World - 2009 Remaster,258623
2020-06-29 05:28,Kraftwerk,Computer Love - 2009 Remaster,284778
2020-06-29 05:29,COMPUTER DATA,Schlafen,46975
2020-06-29 05:29,COMPUTER DATA,Verlust,8320
2020-06-29 05:30,Patagonia,Chi Ci Pensa,57386
2020-06-29 05:30,Wamdue Kids,Whirlwind,5226
2020-06-29 05:31,Earth Trax,Untitled A1,5994
2020-06-29 05:31,Harrison BDP,Sun Dial,4224
2020-06-29 05:33,Coco Bryce,Krush Groove,145322
2020-06-29 05:33,Victor Leksell,Om igen,8128
2020-06-29 05:36,Miss Li,Komplicerad,176936
2020-06-29 05:38,Victor Leksell,Om igen,118947
2020-06-29 05:43,estraden,Bra för dig,283236
2020-06-29 05:45,Jireel,För Evigt (feat. estraden),102973
2020-06-29 05:45,Jireel,Alla Vet,1941
2020-06-29 05:45,Jireel,Svårt,6058
2020-06-29 05:47,Jireel,Alla Mina,157589
2020-06-29 05:50,Jireel,Woh,159413
2020-06-29 05:55,Mwuana,Djur,286422
2020-06-29 05:59,Mwuana,Ja Må Ja Leva,231962
2020-06-29 06:00,Ross from Friends,Project Cybersyn,2986
2020-06-29 06:00,Ross from Friends,Family Portrait,4288
2020-06-29 06:00,Ross from Friends,John Cage,3605
2020-06-29 06:00,Ross from Friends,Bootman,5290
2020-06-29 06:00,Ross from Friends,Wear Me Down,4010
2020-06-29 06:00,Ross from Friends,Happy Birthday Nick,1045
2020-06-29 06:00,Reptant,Phasic Reflex,69638
2020-06-29 06:04,Ross from Friends,Pale Blue Dot,241260
2020-06-29 06:05,Ross from Friends,The Knife,18250
2020-06-29 06:14,Ross from Friends,Talk to Me You'll Understand,401557
2020-06-29 06:21,Ant Wan,Mamacita,209536
2020-06-29 06:23,The Turtles,Happy Together,9749
2020-06-29 06:23,Drake,Demons (feat. Fivio Foreign & Sosa Geek),7082
2020-06-29 06:23,Jai Paul,He,113791
2020-06-29 06:23,Johan Svärd,Nattetid,2133
2020-06-29 06:43,Magnus Carlson,Vi ses snart igen,295951
2020-06-29 06:47,Gorillaz,On Melancholy Hill,40246
2020-06-29 06:47,Kenta,Just idag är jag stark,218066
2020-06-29 06:51,Tame Impala,The Less I Know The Better,216320
2020-06-29 06:55,Ofenbach,Katchi - Ofenbach vs. Nick Waterhouse,12245
2020-06-29 06:55,Thåström,Alla vill till himlen,231692
2020-06-29 06:59,Thåström,Alla vill till himlen,264666
2020-06-29 07:22,Imperiet,Rasera,203740
2020-06-29 07:26,Thåström,Men bara om min älskade väntar,252626
2020-06-29 07:32,Thåström,Centralmassivet,306240
2020-06-29 07:35,Thåström,Ungefär så här ...,208466
2020-06-29 07:39,Thåström,Om Black Jim,242360
2020-06-29 07:46,Imperiet,Var e vargen? - Remix 1995,427533
2020-06-29 07:49,Ebba Grön,Mamma pappa barn,183013
2020-06-29 08:18,Imperiet,Balladen om briggen Blue Bird av Hull,42274
2020-06-29 08:28,Imperiet,Var e vargen? - Remix 1995,461653
2020-06-29 08:28,Imperiet,Märk hur vår skugga,3455
2020-06-29 08:31,Imperiet,CC Cowboys,186730
2020-06-29 08:34,Ebba Grön,Staten & kapitalet,174400
2020-06-29 08:37,Ebba Grön,Schweden Schweden,150613
2020-06-29 08:44,Ebba Grön,Beväpna er,53866
2020-06-29 08:47,Green Day,Basket Case,181533
2020-06-29 08:48,Bill Withers,Ain't No Sunshine,35093
2020-06-29 08:48,eery,Her,23193
2020-06-29 08:52,Yazoo,Only You,194173
2020-06-29 08:56,Foghat,I Just Want to Make Love to You - 2016 Remaster,260813
2020-06-29 09:01,Cream,White Room,298333
2020-06-29 09:06,Cream,Sunshine Of Your Love,250000
2020-06-29 09:08,Clutch,Electric Worry,143672
2020-06-29 09:11,Ant Wan,Jag & Du,196132
2020-06-29 09:15,Ant Wan,724,255133
2020-06-29 09:22,Ant Wan,Madame,181273
2020-06-29 10:20,Ant Wan,Gango,164927
2020-06-29 10:22,Ant Wan,Legend,138000
2020-06-29 10:30,Ant Wan,Hon,93103
2020-06-29 10:30,Wamdue Kids,Whirlwind,768
2020-06-29 10:42,Patagonia,Chi Ci Pensa,614186
2020-06-29 10:45,Holloway,Bad Days,155114
2020-06-29 10:45,Khruangbin,Pelota,5589
2020-06-29 10:45,FJAAK,OHM,6080
2020-06-29 10:46,Special Request,Spectral Frequency,38250
2020-06-29 10:46,Coco Bryce,Krush Groove,3242
2020-06-29 10:46,KAZU,Salty - Nosaj Thing Remix,4693
2020-06-29 10:46,Skee Mask,Lil DB Tool,3647
2020-06-29 10:46,CINTHIE,Calling,9792
2020-06-29 10:46,Earth Boys,Got it to Work,4437
2020-06-29 10:49,Earth Trax,Untitled A1,152426
2020-06-29 10:52,COMPUTER DATA,Verlust,177664
2020-06-29 10:53,Harrison BDP,Sun Dial,71146
2020-06-29 10:53,COMPUTER DATA,Healing,10154
2020-06-29 11:01,Van Morrison,T. B. Sheets,476875
2020-06-29 11:01,Canned Heat,Going Up The Country,7722
2020-06-29 11:02,Melanie,"Look What They've Done To My Song, Ma",57514
2020-06-29 11:11,The Doors,The End,526250
2020-06-29 11:12,The West Coast Pop Art Experimental Band,Shifting Sands,47423
2020-06-29 11:16,Imperiet,Var e vargen? - Remix 1995,273573
2020-06-29 11:22,Black Sabbath,N.I.B.,364493
2020-06-29 11:39,Black Sabbath,War Pigs,270757
2020-06-29 11:51,Ant Wan,Mamacita,185729
2020-06-29 11:52,Ant Wan,Mamacita,1151
2020-06-29 11:52,J Hus,Fortune Teller,57503
2020-06-29 11:55,J Hus,Fortune Teller,154920
2020-06-29 11:59,Loyle Carner,Loose Ends,256198
2020-06-29 12:03,Frank Ocean,Pink Matter,268813
2020-06-29 12:07,DJ Shadow,Six Days - Remix,232533
2020-06-29 12:10,Ibbe,PLI,174580
2020-06-29 12:14,Looptroop Rockers,Thief,223978
2020-06-29 13:04,Mamma Moa,"""Min kille får lära sig finska greppet""",2881856
2020-06-30 04:34,Ant Wan,Mamacita,185729
2020-06-30 04:36,Kanye West,Follow God,104591
2020-06-30 04:41,Macky,TESLA,213360
2020-06-30 04:44,Greekazo,HotSpot,134400
2020-06-30 04:47,Moonica Mac,Till slutet av augusti,72153
2020-06-30 04:57,Kamakaze,Memories,574946
2020-06-30 04:59,Mr Twin Sister,Meet the Frownies,128660
2020-06-30 05:03,Arctic Monkeys,Do I Wanna Know?,224789
2020-06-30 05:04,Peter Schilling,Major Tom,112640
2020-06-30 05:07,Plastic Bertrand,Major Tom,125504
2020-06-30 05:11,Thåström,Alla vill till himlen,271509
2020-06-30 05:14,Imperiet,Var e vargen? - Remix 1995,130538
2020-06-30 05:18,Imperiet,CC Cowboys,248511
2020-06-30 05:29,Håkan Hellström,Gatan fram - Live,330266
2020-06-30 05:32,Håkan Hellström,Klubbland,137798
2020-06-30 05:37,Håkan Hellström,En midsommarnattsdröm,317386
2020-06-30 05:41,Håkan Hellström,Nu kan du få mig så lätt,268333
2020-06-30 05:42,Looptroop Rockers,Fever,10826
2020-06-30 05:44,Gang Starr,Above The Clouds,118954
2020-06-30 05:45,Sonny Rave,Moonwalk,52160
2020-06-30 06:13,Little Simz,Selfish,226096
2020-06-30 06:15,Dapz on the Map,Shinobi II (Safe & Sound),154566
2020-06-30 06:16,JAY1,Mocking It,5397
2020-06-30 06:18,Jordon Alexander,Doze on the Bullet Train,172661
2020-06-30 06:25,Tilman,Just a Motion Away,316201
2020-06-30 06:29,Jaymie Silk,Same for Me,243321
2020-06-30 06:40,Marshall Jefferson,Mushrooms - Salt City Orchestra Out There Mix,492340
2020-06-30 06:48,Trance Wax,Northern Sky,259597
2020-06-30 07:31,Dusky,Fridge,437188
2020-06-30 07:51,Moon Boots,Together Forever,300153
2020-06-30 08:40,Priori,SCN 3,565581
2020-06-30 08:46,Daniel Avery,Dream Distortion,359040
2020-06-30 08:50,Brame & Hamo,Retro Active,272422
2020-06-30 08:57,Daniel Avery,Infinite Future,404843
2020-06-30 09:02,Lone,The Way You Feel,270489
2020-06-30 09:08,Blawan,40 Spiral,410165
2020-06-30 09:12,FJAAK,Lehmann Club,0
2020-06-30 09:12,Yellow Days,A Little While,10069
2020-06-30 10:43,Lew Later,2020 iPhones Won't Include Chargers,2921430
2020-06-30 10:48,TED Talks Daily,3 ways we can redesign cities for equity and inclusion | Vishaan Chakrabarti,87424
2020-06-30 10:51,Jaykae,On The Way Home (feat. Bowzer Boss),151023
2020-06-30 10:54,James Blake,Mile High (feat. Travis Scott & Metro Boomin),193600
2020-06-30 10:57,Yxng Bane,Gang Shit,201760
2020-06-30 11:02,George Baker Selection,Little Green Bag - Single Edit,201640
2020-06-30 11:10,Nina Simone,Baltimore,278866
2020-06-30 11:19,Joji,Sanctuary,180018
2020-06-30 11:22,Tommy B,TTRP (Taking The Right Piss),198857
2020-06-30 11:25,1900,Den minsta av segrar,169698
2020-06-30 11:29,Dave,Samantha,220774
2020-06-30 11:32,Mick Jenkins,Carefree,190116
2020-06-30 11:36,Tom Misch,It Runs Through Me,261881
2020-06-30 11:41,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],279906
2020-06-30 11:45,Frank Ocean,Self Control,249667
2020-06-30 11:49,MorMor,Pass The Hours,223440
2020-06-30 11:51,slowthai,ENEMY,148264
2020-06-30 11:54,Ant Wan,Ingen Autotune,166736
2020-06-30 12:00,The Weeknd,After Hours,361026
2020-06-30 12:03,Ed Sheeran,"Take Me Back To London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch]",196724
2020-06-30 12:26,Kraftwerk,Computer Love - 2009 Remaster,549989
2020-06-30 12:29,Aitch,Buss Down (feat. ZieZie),211786
2020-06-30 12:32,Russ Millions,VidaLoca,154285
2020-06-30 12:35,Jireel,Criminal,179053
2020-06-30 12:43,Billie Eilish,when the party's over,196077
2020-06-30 12:46,Eyez,Leon,166285
2020-06-30 13:50,Future,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",280194
2020-06-30 13:54,Trance Wax,Northern Sky,259597
2020-06-30 14:00,Coco Bryce,Krush Groove,326000
2020-06-30 14:03,Jordon Alexander,Doze on the Bullet Train,172661
2020-06-30 14:10,Patagonia,Chi Ci Pensa,454761
2020-06-30 14:14,Dusky,Fridge,221538
2020-06-30 14:15,Ant Wan,Mamacita,928
2020-06-30 14:15,Moon Boots,Together Forever,63320
2020-06-30 14:19,Dave,Psycho,248946
2020-06-30 14:24,Kojey Radical,If Only,262022
2020-06-30 14:25,SHY FX,Bad After We (feat. Kojey Radical & Ghetts),80046
2020-06-30 14:25,Polo G,21,5154
2020-06-30 14:29,Knucks,Home,232443
2020-06-30 16:42,DC,Neighbourhood,154469
2020-07-01 04:35,Kraftwerk,Computer Love - 2009 Remaster,194538
2020-07-01 04:43,Rammstein,Du hast,234226
2020-07-01 04:47,Rammstein,Sonne,226649
2020-07-01 04:52,Rammstein,Engel,264266
2020-07-01 06:37,Black Sabbath,Snowblind,326333
2020-07-01 06:41,Rammstein,AUSLÄNDER,231603
2020-07-01 06:46,Rammstein,Sonne,272440
2020-07-01 06:51,Rammstein,RADIO,277397
2020-07-01 06:51,Rammstein,Engel,36489
2020-07-01 06:57,FM Attack,Shadows,282000
2020-07-01 07:35,Naeleck,The Demon,274285
2020-07-01 07:40,Oliver Koletzki,A Star Called Akasha,324413
2020-07-01 07:48,Home,Intro,189144
2020-07-01 07:50,Jack Wall,Mass Effect Theme,140493
2020-07-01 07:55,Dan Terminus,Pegasus Pro Ultra Fusion,306890
2020-07-01 08:02,Scandroid,Searching For a Lost Horizon,178282
2020-07-01 08:05,Daniel Deluxe,Blood Magic,214874
2020-07-01 08:10,Atrey,Galaxy Express,301818
2020-07-01 08:14,Cyberpunkers,Synthblade,207966
2020-07-01 08:23,Zombie Hyperdrive,Interstellar,248400
2020-07-01 08:30,Magic Sword,In The Face Of Evil,409000
2020-07-01 08:52,Daft Punk,Solar Sailer,66511
2020-07-01 08:52,P3 Nyheter Dokumentär,Insats torsk och sexköpsrazziorna,15957
2020-07-01 10:12,Styrkelabbet,Avsnitt 235: Myt eller sanning? Populära påståenden om kost och träning – del 2!,1994645
2020-07-01 10:14,P3 Nyheter på en minut,"P3 Nyheter på en minut, 1 juli 06.30 ",93741
2020-07-01 11:03,Styrkelabbet,Avsnitt 235: Myt eller sanning? Populära påståenden om kost och träning – del 2!,1955148
2020-07-01 11:04,Private Press,Untitled B1,1237
2020-07-01 11:09,Trance Wax,Northern Sky,259597
2020-07-01 11:15,Dusky,Fridge,221538
2020-07-01 11:20,Moon Boots,Together Forever,300153
2020-07-01 11:30,Priori,SCN 3,565581
2020-07-01 11:43,Daniel Avery,Dream Distortion,359040
2020-07-01 11:48,Brame & Hamo,Retro Active,272422
2020-07-01 11:57,Daniel Avery,Infinite Future,404843
2020-07-01 12:02,Lone,The Way You Feel,270489
2020-07-01 12:12,Blawan,40 Spiral,36413
2020-07-01 12:16,Linkin Park,CASTLE OF GLASS,205400
2020-07-01 12:18,Pendulum,Self vs Self (feat. In Flames),112137
2020-07-01 12:52,In Flames,Cloud Connected,8554
2020-07-01 12:52,Pendulum,Self vs Self (feat. In Flames),3669
2020-07-01 12:54,Faye Webster,Right Side of My Neck,68565
2020-07-01 12:57,Calpurnia,Greyhound,217173
2020-07-01 12:58,Kontrollbehov,095. Hätsk diskussion,1856
2020-07-01 12:58,Mount Kimbie,Blue Train Lines,40810
2020-07-01 17:31,Digital Marknadsföring med Tony Hammarlund,Jorge Castro: ABS Wheels och framgångarna med SEO #50,269717
2020-07-02 04:41,The Blaze,Territory,276373
2020-07-02 04:45,The Blaze,Heaven,219280
2020-07-02 04:45,The Weeknd,After Hours - The Blaze Remix,30685
2020-07-02 04:47,The Blaze,She,114367
2020-07-02 04:50,The Blaze,Places,5951
2020-07-02 04:50,The Blaze,Queens,3903
2020-07-02 04:50,The Blaze,Virile,113237
2020-07-02 04:50,The Blaze,Somewhere,7040
2020-07-02 04:53,Mura Masa,Move Me,179775
2020-07-02 04:53,The Blaze,Virile,3754
2020-07-02 05:05,slowthai,Doorman,304054
2020-07-02 05:08,The Streets,Fit but You Know It (feat. The Futureheads),4885
2020-07-02 05:08,Mura Masa,Love$ick (feat. A$AP Rocky),162858
2020-07-02 05:14,The Streets,Fit but You Know It,228480
2020-07-02 05:18,Gorillaz,Momentary Bliss (feat. slowthai and Slaves),229386
2020-07-02 05:21,slowthai,T N Biscuits,166153
2020-07-02 05:24,Disclosure,My High,198724
2020-07-02 05:27,Disclosure,My High (Edit),195036
2020-07-02 05:31,Disclosure,ENERGY (Edit),253240
2020-07-02 05:50,Markus Krunegård,Jag är en vampyr,528597
2020-07-02 05:55,Magnus Carlson,Vi ses snart igen,263402
2020-07-02 05:56,Rush,Tom Sawyer,53814
2020-07-02 06:01,Rush,Working Man,335103
2020-07-02 06:01,Def Leppard,Hysteria,2773
2020-07-02 06:03,Def Leppard,Love Bites - Remastered 2017,3050
2020-07-02 06:03,Def Leppard,Photograph,124437
2020-07-02 06:05,Cream,White Room,103253
2020-07-02 06:07,Cream,Sunshine Of Your Love,125440
2020-07-02 06:09,Cream,Crossroads - Live,60949
2020-07-02 06:09,Cream,I Feel Free,1407
2020-07-02 06:23,Darin,En säng av rosor,587215
2020-07-02 06:24,Disclosure,ENERGY (Edit),17553
2020-07-02 06:46,Miss Li,Komplicerad,551173
2020-07-02 06:47,Thomas Stenström,Bam Bam,9301
2020-07-02 06:47,Hurula,22,1578
2020-07-02 06:47,Tjuvjakt,Dagen efter,1344
2020-07-02 06:47,Daniel Adams-Ray,Bror,3925
2020-07-02 06:51,Hurula,Ny drog,224598
2020-07-02 07:30,Hurula,Järnvägsbron,755893
2020-07-02 07:32,Hurula,Bara i Bandhagen ibland,95926
2020-07-02 07:34,P3 Nyheter på en minut,"P3 Nyheter på en minut, 2 juli ",98077
2020-07-02 09:33,Kontrollbehov,095. Hätsk diskussion,4242352
2020-07-02 10:21,Hurula,Självmedicinering,33460
2020-07-02 10:24,Disclosure,My High (Edit),192433
2020-07-02 10:27,Ant Wan,Mamacita,153391
2020-07-02 10:27,"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),1621
2020-07-02 10:32,Dave,Psycho,248946
2020-07-02 10:35,Polo G,21,163797
2020-07-02 10:38,Kojey Radical,Same Boat (feat. Mereba),173647
2020-07-02 10:39,P3 Nyheter på en minut,"P3 Nyheter på en minut, 2 juli 12.00",81254
2020-07-02 11:41,Lew Later,Tesla Becomes World's Most Valuable Car Company,2777359
2020-07-02 11:41,Disclosure,ENERGY (Edit),6570
2020-07-02 11:43,Miss Li,Komplicerad,160411
2020-07-02 12:12,Darin,En säng av rosor,129904
2020-07-02 12:25,Johnny Cash,Hurt,216533
2020-07-02 12:27,Johnny Cash,Ring of Fire,158426
2020-07-02 12:30,Johnny Cash,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",162653
2020-07-02 12:33,Johnny Cash,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",169293
2020-07-02 12:39,Nomy,Cocaine,322154
2020-07-02 12:42,The Highwaymen,Highwayman,182653
2020-07-02 12:44,Johnny Cash,I Walk the Line - Stereo Version,154173
2020-07-02 12:47,Johnny Cash,I Walk the Line,176533
2020-07-02 12:50,Johnny Cash,God's Gonna Cut You Down,158573
2020-07-02 12:59,Johnny Cash,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",137705
2020-07-03 04:15,Imperiet,CC Cowboys,159658
2020-07-03 04:38,Imperiet,CC Cowboys,222614
2020-07-03 04:49,Imperiet,CC Cowboys,244973
2020-07-03 04:58,Atomic Swing,Smile,217460
2020-07-03 05:07,Hoola Bandoola Band,Keops pyramid,162581
2020-07-03 05:10,Kanye West,Wash Us In The Blood,189827
2020-07-03 05:12,Z.E,JAGA BRÖDET,146833
2020-07-03 05:16,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",231066
2020-07-03 05:20,Mwuana,LOVERMAN,242909
2020-07-03 05:24,Tinie Tempah,Whoppa (feat. Sofia Reyes and Farina),217315
2020-07-03 05:27,Disclosure,My High (Edit),192433
2020-07-03 05:31,Ebba Grön,Flyktsoda,234840
